brand_id, active,brand_name,is_deleted,description,category_id,flavour_id,created_at,is_deleted,description,flavour_name,updated_at, brand_id,is_active,id,created_at,description ,is_active ,is_deleted,name
248,1,ThetaGoods,0,Freshly squeezed juices with natural flavors.,970,274,1/18/2023 13:08,0,Sharp and aromatic with anise seed,High-quality sports equipment,1/18/2023 13:08,483,1,274,1/18/2023 13:08,Fun and educational children of all ages for innovative solutions.,1,0,Bathroom Accessories
249,1,IotaMedia,0,Artisan bakery products made daily with care.,87,275,2/5/2025 20:49,0,Earthy and robust with dried mushrooms,Handcrafted wooden furniture,2/5/2025 20:49,298,1,275,2/5/2025 20:49,Creative solutions for home and lifestyle products designed for daily use.,1,0,Personal Care Appliances
250,1,KappaFresh,0,Quality pet products for happy and healthy animals.,572,276,5/12/2024 14:33,0,Light and fruity with guava nectar,Sustainable home decor,5/12/2024 14:33,878,1,276,5/12/2024 14:33,Premium home and lifestyle products for corporate efficiency.,1,0,Towels & Bath Rugs
251,1,LambdaCloth,0,Contemporary fashion brands for modern lifestyles.,198,277,9/5/2023 8:24,0,Spicy and warm with cinnamon powder,Delicious organic snacks,9/5/2023 8:24,90,1,277,9/5/2023 8:24,Advanced technology-driven services for cutting-edge designs.,1,0,Pool & Spa
252,1,MuHealth,0,Wide selection of books and educational materials.,216,278,11/29/2025 18:07,0,Sweet and rich with caramel sauce,Natural bath salts,11/29/2025 18:07,922,1,278,11/29/2025 18:07,Reliable tools and equipment for smarter living.,1,0,Hot Tubs
253,1,NuElectronics,0,Sustainable energy solutions for homes and businesses.,998,279,3/14/2024 10:39,0,Bold and smoky with mesquite flavor,Premium workout supplements,3/14/2024 10:39,564,1,279,3/14/2024 10:39,Fun and educational home and lifestyle products for children of all ages.,1,0,Saunas
254,1,XiSnacks,0,Comprehensive corporate efficiency solutions.,852,280,8/24/2023 15:57,0,Tangy and fresh with lime juice,Designer sunglasses cases,8/24/2023 15:57,123,1,280,8/24/2023 15:57,Leading provider of innovative solutions for modern businesses.,1,0,Fitness & Exercise
255,1,OmicronBeauty,0,Delicious food products for everyday kitchens.,493,281,6/8/2025 6:31,0,Creamy and smooth with yogurt cream,Healthy hydration drinks,6/8/2025 6:31,292,1,281,6/8/2025 6:31,Premium home and lifestyle products sourced from trusted suppliers.,1,0,Outdoor Recreation
256,1,PiSports,0,Modern clothing line with cutting-edge designs.,921,282,12/22/2024 21:12,0,Fresh and crisp with romaine lettuce,Organic face creams,12/22/2024 21:12,408,1,282,12/22/2024 21:12,Creative solutions for digital marketing to enhance productivity.,1,0,Gardening
257,1,RhoToys,0,Refreshing beverages for all tastes.,422,283,4/6/2023 7:49,0,Nutty and smooth with peanut cream,Specialty tea infusers,4/6/2023 7:49,572,1,283,4/6/2023 7:49,Fresh and organic produce crafted with care.,1,0,Landscaping
258,1,SigmaTools,0,Household essentials crafted with quality in mind.,49,284,1/29/2025 19:03,0,Sharp and pungent with mustard,Quality hiking shoes,1/29/2025 19:03,40,1,284,1/29/2025 19:03,Cutting-edge technology for smarter living designed for daily use.,1,0,Plant Care
259,1,TauHome,0,Creative media production and marketing campaigns.,778,285,7/21/2024 10:18,0,Earthy and sweet with baked sweet potato,Innovative smart appliances,7/21/2024 10:18,261,1,285,7/21/2024 10:18,Health and wellness products for balanced life that promote wellness.,1,0,Seeds & Bulbs
260,1,UpsilonCoffee,0,Fresh groceries sourced from trusted suppliers.,125,286,11/5/2023 15:43,0,Sweet and floral with rose essence,Comfortable sports clothing,11/5/2023 15:43,836,1,286,11/5/2023 15:43,Reliable tools and equipment for professionals and DIYers.,1,0,Fertilizers & Soil
261,1,PhiJuice,0,High-quality fabrics for fashion and interior design.,767,287,3/17/2025 7:58,0,Bright and citrusy with lemon peel,Natural lipsticks,3/17/2025 7:58,46,1,287,3/17/2025 7:58,Fun and educational offerings for children of all ages to inspire creativity.,1,0,Pest Control
262,1,ChiBakery,0,Innovative health and wellness solutions.,214,288,2/14/2024 12:30,0,Smooth and rich with honey glaze,Gourmet cooking oils,2/14/2024 12:30,106,1,288,2/14/2024 12:30,Eco-friendly solutions for sustainable living to reduce environmental impact.,1,0,Garden Tools
263,1,PsiPets,0,Electronics combining style and performance.,224,289,6/17/2023 21:11,0,Fruity and tart with cherry juice,Outdoor adventure gear,6/17/2023 21:11,122,1,289,6/17/2023 21:11,Innovative unique offerings for trendsetters.,1,0,Patio Furniture
264,1,OmegaTech,0,Delicious and nutritious snacks for all ages.,960,290,8/2/2025 8:44,0,Spicy and warm with allspice powder,High-end sound equipment,8/2/2025 8:44,175,1,290,8/2/2025 8:44,Comprehensive corporate efficiency for modern businesses.,1,0,Outdoor Cooking
265,1,ApexFoods,0,Beauty products that inspire confidence.,207,291,4/11/2024 17:06,0,Light and floral with lavender essence,Handmade ceramic mugs,4/11/2024 17:06,32,1,291,4/11/2024 17:06,High-quality premium experiences sourced from trusted suppliers.,1,0,Grills & Smokers
266,1,NovaWear,0,High-quality sports gear for champions.,466,292,10/20/2023 11:35,0,Sweet and creamy with panna cotta,Sustainable fashion brands,10/20/2023 11:35,765,1,292,10/20/2023 11:35,Specialty cutting-edge designs crafted with care.,1,0,Fire Pits
267,1,VegaDrinks,0,Fun and safe toys for children everywhere.,622,293,5/22/2025 20:23,0,Bold and smoky with smoked paprika,Delicious vegan meals,5/22/2025 20:23,652,1,293,5/22/2025 20:23,Advanced technology-driven services designed for daily use.,1,0,Playground Equipment
268,1,LunaGoods,0,Precision tools for professionals and hobbyists.,21,294,1/8/2024 7:19,0,Tangy and fresh with lime zest,Natural body lotions,1/8/2024 7:19,741,1,294,1/8/2024 7:19,Creative solutions for fashion and apparel for trendsetters.,1,0,Swing Sets
269,1,OrionMedia,0,Home products that combine design and functionality.,26,295,7/12/2023 13:44,0,Creamy and soft with mascarpone cheese,Premium ski gear,7/12/2023 13:44,650,1,295,7/12/2023 13:44,Leading provider of digital marketing for modern businesses.,1,0,Trampolines
270,1,StellarFresh,0,Specialty coffee for true connoisseurs.,264,296,9/30/2025 15:04,0,Fresh and crisp with green apple slices,Designer leather bags,9/30/2025 15:04,59,1,296,9/30/2025 15:04,Premium home and lifestyle products designed for daily use.,1,0,Water Features
271,1,CosmoCloth,0,Natural fruit juices packed with vitamins.,575,297,6/25/2024 8:12,0,Nutty and rich with almond paste,Healthy snack packs,6/25/2024 8:12,589,1,297,6/25/2024 8:12,Fun and educational unique offerings for children of all ages.,1,0,Bird Feeders
272,1,QuantumHealth,0,Freshly baked bread and pastries daily.,550,298,2/4/2023 22:50,0,Sharp and pungent with horseradish sauce,Organic baby products,2/4/2023 22:50,301,1,298,2/4/2023 22:50,Health and wellness products for innovative solutions that promote wellness.,1,0,Pet Furniture
273,1,VertexElectronics,0,Pet care products for happy and healthy pets.,527,299,12/1/2025 10:38,0,Earthy and deep with roasted beets,Specialty coffee blends,12/1/2025 10:38,526,1,299,12/1/2025 10:38,Cutting-edge technology for corporate efficiency to enhance productivity.,1,0,Pet Training
274,1,NimbusSnacks,0,Innovative technology solutions for modern living.,608,300,9/22/2024 17:49,0,Sweet and juicy with ripe mango,Quality running accessories,9/22/2024 17:49,758,1,300,9/22/2024 17:49,Reliable tools and equipment for professionals and DIYers crafted with care.,1,0,Pet Grooming
275,1,HelixBeauty,0,High-quality food products for every kitchen.,498,301,5/28/2023 11:44,0,Spicy and bold with chili powder,Innovative wireless headphones,5/28/2023 11:44,6,1,301,5/28/2023 11:44,Eco-friendly solutions for sustainable living designed for daily use.,1,0,Pet Health Care
276,1,PinnacleSports,0,Fashion-forward clothing for trendsetters.,71,302,7/2/2025 20:01,0,Light and citrusy with orange zest,Comfortable yoga tops,7/2/2025 20:01,355,1,302,7/2/2025 20:01,Comprehensive home and lifestyle products for modern businesses.,1,0,Pet Travel
277,1,SummitToys,0,Refreshing drinks made with natural ingredients.,617,303,10/16/2024 14:28,0,Buttery and smooth with shortbread crust,Natural hair conditioners,10/16/2024 14:28,247,1,303,10/16/2024 14:28,Innovative fashion and apparel for balanced life.,1,0,Pet Clothing
278,1,ZenithTools,0,Everyday essentials designed for quality and convenience.,988,304,1/9/2023 6:20,0,Juicy and tropical with papaya puree,Gourmet cheese assortments,1/9/2023 6:20,686,1,304,1/9/2023 6:20,Specialty innovative solutions for trendsetters.,1,0,Pet Accessories
279,1,HorizonHome,0,Digital media solutions that engage audiences.,60,305,2/22/2025 19:17,0,Smoky and intense with smoked ham,Outdoor travel backpacks,2/22/2025 19:17,311,1,305,2/22/2025 19:17,High-quality digital marketing sourced from trusted suppliers.,1,0,Specialty Pets
280,1,AuroraCoffee,0,Fresh and organic produce delivered daily.,808,306,5/19/2024 12:36,0,Floral and delicate with rose petals,High-end audio systems,5/19/2024 12:36,790,1,306,5/19/2024 12:36,Leading provider of cutting-edge designs for modern businesses.,1,0,Aquatic Pets
281,1,SierraJuice,0,Comfortable and stylish clothing options.,356,307,9/11/2023 8:23,0,Tangy and spicy with chipotle peppers,Handmade home accessories,9/11/2023 8:23,639,1,307,9/11/2023 8:23,Premium unique offerings designed for daily use.,1,0,Birds
282,1,TitanBakery,0,Health supplements for a better lifestyle.,984,308,11/1/2025 21:15,0,Creamy and sweet with vanilla custard,Sustainable gardening supplies,11/1/2025 21:15,453,1,308,11/1/2025 21:15,Fun and educational fashion and apparel for children of all ages.,1,0,Reptiles & Amphibians
283,1,AtlasPets,0,Electronics designed for modern needs.,860,309,3/27/2024 15:50,0,Fresh and bright with baby spinach,Delicious organic beverages,3/27/2024 15:50,75,1,309,3/27/2024 15:50,Creative solutions for home and lifestyle products to enhance productivity.,1,0,Small Mammals
284,1,FusionTech,0,Delicious snacks made with care and quality.,221,310,8/4/2023 7:38,0,Nutty and crunchy with toasted almonds,Natural bath oils,8/4/2023 7:38,939,1,310,8/4/2023 7:38,Advanced technology-driven services for smarter living.,1,0,Farm Animals
285,1,PrimeFoods,0,Beauty products that enhance natural beauty.,917,311,6/25/2025 13:29,0,Sharp and aromatic with cumin seeds,Premium workout clothing,6/25/2025 13:29,900,1,311,6/25/2025 13:29,Reliable tools and equipment for corporate efficiency.,1,0,Exotic Pets
286,1,NextWear,0,Sports gear and equipment for enthusiasts.,913,312,12/20/2024 9:05,0,Earthy and robust with black truffle,Designer men's accessories,12/20/2024 9:05,662,1,312,12/20/2024 9:05,Health and wellness products for premium experiences that promote wellness.,1,0,Farm & Ranch Supplies
287,1,CoreDrinks,0,Fun and educational toys for children.,452,313,4/18/2023 20:13,0,Light and fruity with pomegranate seeds,Healthy snack options,4/18/2023 20:13,450,1,313,4/18/2023 20:13,Cutting-edge technology for innovative solutions designed for daily use.,1,0,Animal Feed
288,1,EpicGoods,0,Reliable tools for home and professional use.,927,314,1/7/2025 6:42,0,Spicy and warm with cardamom pods,Organic skincare products,1/7/2025 6:42,547,1,314,1/7/2025 6:42,Fun and educational digital marketing for children of all ages.,1,0,Livestock Equipment
289,1,AlphaMedia,0,Home essentials designed with convenience.,354,315,7/7/2024 16:31,0,Sweet and rich with toffee sauce,Specialty baking sets,7/7/2024 16:31,601,1,315,7/7/2024 16:31,Specialty innovative solutions sourced from trusted suppliers.,1,0,Fencing
290,1,BetaFresh,0,Specialty coffee roasted to perfection daily.,359,316,11/18/2023 11:15,0,Bold and smoky with mesquite charcoal,Quality yoga gear,11/18/2023 11:15,855,1,316,11/18/2023 11:15,Innovative unique offerings to enhance productivity.,1,0,Barn Supplies
291,1,GammaCloth,0,Natural fruit juices with fresh and vibrant flavors.,255,317,3/22/2025 18:05,0,Tangy and fresh with lemon juice,Innovative smart gadgets,3/22/2025 18:05,392,1,317,3/22/2025 18:05,High-quality home and lifestyle products crafted with care.,1,0,Horse Tack
292,1,DeltaHealth,0,Freshly baked pastries and artisan bread.,234,318,2/7/2024 20:14,0,Creamy and smooth with ricotta cheese,Comfortable winter wear,2/7/2024 20:14,203,1,318,2/7/2024 20:14,Creative solutions for balanced life for trendsetters.,1,0,Equestrian Gear
293,1,EpsilonElectronics,0,Products to keep pets happy and healthy.,598,319,6/13/2023 6:36,0,Fresh and crisp with iceberg lettuce,Natural beard balms,6/13/2023 6:36,516,1,319,6/13/2023 6:36,Leading provider of fashion and apparel for modern businesses.,1,0,Crop Production
294,1,ZetaSnacks,0,Smart technology for everyday life.,829,320,8/25/2025 13:40,0,Nutty and smooth with cashew butter,Gourmet dessert sauces,8/25/2025 13:40,457,1,320,8/25/2025 13:40,Advanced technology-driven services designed for daily use.,1,0,Irrigation
295,1,EtaBeauty,0,Nutritious and delicious food items.,745,321,4/8/2024 8:59,0,Sharp and pungent with radish sprouts,Outdoor fishing gear,4/8/2024 8:59,264,1,321,4/8/2024 8:59,Eco-friendly solutions for cutting-edge designs to reduce environmental impact.,1,0,Soil Management
296,1,ThetaSports,0,Fashionable and trendy clothing.,411,322,10/14/2023 16:08,0,Earthy and sweet with roasted garlic,High-quality hiking boots,10/14/2023 16:08,224,1,322,10/14/2023 16:08,Premium corporate efficiency crafted with care.,1,0,Pest & Weed Control
297,1,IotaToys,0,Refreshing beverages for all occasions.,508,323,5/31/2025 11:50,0,Sweet and floral with rose water,Handcrafted pottery items,5/31/2025 11:50,314,1,323,5/31/2025 11:50,Reliable tools and equipment for innovative solutions.,1,0,Farm Tools
298,1,KappaTools,0,Everyday essentials made with care.,273,324,1/20/2024 19:45,0,Bright and citrusy with lemon peel,Sustainable travel kits,1/20/2024 19:45,171,1,324,1/20/2024 19:45,Fun and educational home and lifestyle products for children of all ages.,1,0,Greenhouse Supplies
299,1,LambdaHome,0,Creative solutions for digital media campaigns.,601,325,7/23/2023 9:16,0,Smooth and rich with honey,Delicious vegan desserts,7/23/2023 9:16,923,1,325,7/23/2023 9:16,Creative solutions for digital marketing sourced from trusted suppliers.,1,0,Hydroponics
300,1,MuCoffee,0,Fresh groceries delivered to your door.,116,326,9/10/2025 22:53,0,Fruity and tart with black cherry,Natural body scrubs,9/10/2025 22:53,785,1,326,9/10/2025 22:53,Health and wellness products for unique offerings that promote wellness.,1,0,Organic Farming
301,1,NuJuice,0,High-quality fabrics for fashion and home.,247,327,6/11/2024 14:03,0,Spicy and warm with clove buds,Premium ski equipment,6/11/2024 14:03,108,1,327,6/11/2024 14:03,High-quality innovative solutions for smarter living.,1,0,Farm Vehicles
302,1,XiBakery,0,Health products promoting wellness.,468,328,2/26/2023 5:40,0,Light and floral with violet syrup,Designer leather goods,2/26/2023 5:40,368,1,328,2/26/2023 5:40,Specialty corporate efficiency designed for daily use.,1,0,Agricultural Chemicals
303,1,OmicronPets,0,Electronics for modern living.,553,329,12/27/2025 15:33,0,Sweet and creamy with vanilla ice cream,Healthy energy snacks,12/27/2025 15:33,322,1,329,12/27/2025 15:33,Leading provider of fashion and apparel sourced from trusted suppliers.,1,0,Farming Safety
304,1,PiTech,0,Tasty snacks made from natural ingredients.,70,330,9/4/2024 10:52,0,Bold and smoky with smoked cheddar,Organic baby apparel,9/4/2024 10:52,504,1,330,9/4/2024 10:52,Creative solutions for technology-driven services for trendsetters.,1,0,Veterinary Supplies
305,1,RhoFoods,0,Beauty products for natural glow.,445,331,5/15/2023 21:08,0,Tangy and fresh with pomegranate seeds,Specialty espresso machines,5/15/2023 21:08,958,1,331,5/15/2023 21:08,Fresh and organic produce for modern businesses.,1,0,Agricultural Technology
306,1,SigmaWear,0,Sports equipment and apparel for all levels.,1,332,7/14/2025 6:23,0,Creamy and soft with mascarpone cream,Quality running shoes,7/14/2025 6:23,371,1,332,7/14/2025 6:23,Advanced technology-driven services for innovative solutions.,1,0,Smart Farming
307,1,TauDrinks,0,Fun and educational toys for children.,78,333,10/8/2024 20:27,0,Fresh and crisp with cucumber ribbons,Innovative smartphone cases,10/8/2024 20:27,440,1,333,10/8/2024 20:27,Comprehensive home and lifestyle products to enhance productivity.,1,0,Farm Management Software
308,1,UpsilonGoods,0,Durable tools for home and DIY projects.,670,334,1/24/2023 13:49,0,Nutty and rich with pecan nuts,Comfortable athletic socks,1/24/2023 13:49,329,1,334,1/24/2023 13:49,Fun and educational unique offerings for children of all ages.,1,0,Agricultural Drones
309,1,PhiMedia,0,Home essentials with quality and style.,83,335,2/13/2025 8:18,0,Sharp and pungent with chili flakes,Natural lip care products,2/13/2025 8:18,851,1,335,2/13/2025 8:18,Eco-friendly solutions for fashion and apparel to reduce environmental impact.,1,0,Agricultural Robotics
310,1,ChiFresh,0,Specialty coffee roasted to perfection.,771,336,5/9/2024 15:41,0,Earthy and deep with black pepper,Gourmet spice collections,5/9/2024 15:41,398,1,336,5/9/2024 15:41,High-quality corporate efficiency crafted with care.,1,0,Sustainable Agriculture
311,1,PsiCloth,0,Fresh natural fruit juices daily.,719,337,9/25/2023 17:30,0,Sweet and juicy with plum,Outdoor camping supplies,9/25/2023 17:30,703,1,337,9/25/2023 17:30,Reliable tools and equipment for smarter living.,1,0,Renewable Energy
312,1,OmegaHealth,0,Artisan bakery products made fresh.,7,338,11/12/2025 22:15,0,Spicy and bold with cayenne pepper,High-end fitness machines,11/12/2025 22:15,517,1,338,11/12/2025 22:15,Specialty cutting-edge designs for trendsetters.,1,0,Solar Power
313,1,ApexElectronics,0,Pet care products for happy animals.,824,339,3/8/2024 7:02,0,Light and citrusy with orange zest,Handmade jewelry collections,3/8/2024 7:02,465,1,339,3/8/2024 7:02,Health and wellness products for digital marketing that promote wellness.,1,0,Wind Power
314,1,NovaSnacks,0,Smart technology solutions for modern life.,551,340,8/13/2023 18:35,0,Buttery and smooth with croissant layers,Sustainable fashion lines,8/13/2023 18:35,272,1,340,8/13/2023 18:35,Creative solutions for home and lifestyle products designed for daily use.,1,0,Hydropower
315,1,VegaBeauty,0,Delicious and nutritious food products.,841,341,6/18/2025 10:44,0,Juicy and tropical with pineapple chunks,Delicious gluten-free snacks,6/18/2025 10:44,540,1,341,6/18/2025 10:44,Leading provider of premium experiences for modern businesses.,1,0,Bioenergy
316,1,LunaSports,0,Fashionable clothing for modern lifestyles.,789,342,12/6/2024 12:27,0,Smoky and intense with smoked trout,Natural skin care serums,12/6/2024 12:27,659,1,342,12/6/2024 12:27,Fun and educational children of all ages for innovative solutions.,1,0,Energy Storage
317,1,OrionToys,0,Refreshing beverages made naturally.,651,343,4/13/2023 16:03,0,Floral and delicate with elderflower petals,Premium outdoor furniture,4/13/2023 16:03,802,1,343,4/13/2023 16:03,Premium home and lifestyle products for balanced life.,1,0,Electric Vehicles
318,1,StellarTools,0,Everyday essentials for modern homes.,735,344,1/26/2025 9:19,0,Tangy and spicy with ginger root,Designer fashion jewelry,1/26/2025 9:19,291,1,344,1/26/2025 9:19,Advanced technology-driven services for home and lifestyle products.,1,0,Charging Stations
319,1,CosmoHome,0,Creative digital media solutions.,726,345,7/24/2024 5:54,0,Creamy and sweet with custard,Healthy protein shakes,7/24/2024 5:54,470,1,345,7/24/2024 5:54,Comprehensive corporate efficiency designed for daily use.,1,0,Energy Efficiency
320,1,QuantumCoffee,0,Fresh groceries sourced from trusted farms.,86,346,11/2/2023 22:10,0,Fresh and bright with kale,Organic hair treatments,11/2/2023 22:10,934,1,346,11/2/2023 22:10,High-quality unique offerings sourced from trusted suppliers.,1,0,Smart Grid
321,1,VertexJuice,0,High-quality fabrics for fashion and interiors.,470,347,3/6/2025 19:38,0,Nutty and crunchy with toasted walnuts,Specialty cocktail mixers,3/6/2025 19:38,321,1,347,3/6/2025 19:38,Innovative fashion and apparel for trendsetters.,1,0,Environmental Monitoring
322,1,NimbusBakery,0,Wellness products for a healthier lifestyle.,924,348,2/27/2024 14:22,0,Sharp and aromatic with black cardamom,Quality outdoor apparel,2/27/2024 14:22,534,1,348,2/27/2024 14:22,Specialty innovative solutions for smarter living.,1,0,Climate Solutions
323,1,HelixPets,0,Electronics for modern living.,502,349,6/8/2023 7:34,0,Earthy and robust with porcini powder,Innovative fitness tools,6/8/2023 7:34,185,1,349,6/8/2023 7:34,Reliable tools and equipment for home and lifestyle products.,1,0,Water Management
324,1,PinnacleTech,0,Delicious snacks for all ages.,433,350,8/11/2025 15:05,0,Light and fruity with passion fruit pulp,Comfortable loungewear,8/11/2025 15:05,11,1,350,8/11/2025 15:05,Creative solutions for digital marketing to enhance productivity.,1,0,Waste Management
325,1,SummitFoods,0,Beauty products for everyone.,416,351,4/28/2024 11:26,0,Spicy and warm with mace,Natural facial cleansers,4/28/2024 11:26,708,1,351,4/28/2024 11:26,Eco-friendly solutions for innovative solutions to reduce environmental impact.,1,0,Recycling
326,1,ZenithWear,0,Sports gear for professionals and amateurs.,486,352,10/18/2023 20:19,0,Sweet and rich with butterscotch syrup,Gourmet baking ingredients,10/18/2023 20:19,774,1,352,10/18/2023 20:19,Health and wellness products for cutting-edge designs that promote wellness.,1,0,Composting
327,1,HorizonDrinks,0,Safe and fun toys for children.,690,353,5/21/2025 6:50,0,Bold and smoky with hickory chips,Outdoor picnic sets,5/21/2025 6:50,531,1,353,5/21/2025 6:50,Fun and educational home and lifestyle products for children of all ages.,1,0,Pollution Control
328,1,AuroraGoods,0,Reliable tools for home and workshop.,351,354,1/3/2024 18:42,0,Tangy and fresh with lemon zest,High-quality sportswear,1/3/2024 18:42,868,1,354,1/3/2024 18:42,Leading provider of innovative solutions for trendsetters.,1,0,Conservation
329,1,SierraMedia,0,Home essentials designed for convenience.,826,355,7/7/2023 13:31,0,Creamy and smooth with cream cheese filling,Handcrafted wooden toys,7/7/2023 13:31,681,1,355,7/7/2023 13:31,Premium corporate efficiency crafted with care.,1,0,Wildlife Protection
330,1,TitanFresh,0,Specialty coffee roasted to perfection.,659,356,9/28/2025 10:25,0,Fresh and crisp with romaine hearts,Sustainable home goods,9/28/2025 10:25,50,1,356,9/28/2025 10:25,Advanced technology-driven services for digital marketing.,1,0,Forestry
331,1,AtlasCloth,0,Natural fruit juices with vitamins.,582,357,6/6/2024 23:41,0,Nutty and smooth with almond paste,Delicious organic snacks,6/6/2024 23:41,66,1,357,6/6/2024 23:41,Creative solutions for fashion and apparel designed for daily use.,1,0,Marine Conservation
332,1,FusionHealth,0,Artisan bread and pastries baked daily.,533,358,2/22/2023 15:33,0,Sharp and pungent with jalapeño,Natural bath salts,2/22/2023 15:33,964,1,358,2/22/2023 15:33,High-quality home and lifestyle products for modern businesses.,1,0,Education & Training
333,1,PrimeElectronics,0,Pet products to keep pets healthy and happy.,991,359,12/4/2025 8:12,0,Earthy and sweet with roasted pumpkin,Premium workout gear,12/4/2025 8:12,553,1,359,12/4/2025 8:12,Innovative unique offerings sourced from trusted suppliers.,1,0,Professional Development
334,1,NextSnacks,0,Smart technology for everyday life.,321,360,9/17/2024 19:53,0,Sweet and floral with honeysuckle,Designer sunglasses,9/17/2024 19:53,841,1,360,9/17/2024 19:53,Reliable tools and equipment for corporate efficiency.,1,0,Online Courses
335,1,CoreBeauty,0,Delicious and nutritious food products.,146,361,5/20/2023 21:38,0,Bright and citrusy with lime zest,Healthy hydration products,5/20/2023 21:38,316,1,361,5/20/2023 21:38,Specialty premium experiences for trendsetters.,1,0,Language Learning
336,1,EpicSports,0,Trendy clothing for all occasions.,380,362,7/6/2025 13:07,0,Smooth and rich with vanilla glaze,Organic face masks,7/6/2025 13:07,598,1,362,7/6/2025 13:07,Health and wellness products for smarter living.,1,0,Test Preparation
337,1,AlphaToys,0,Refreshing beverages made naturally.,491,363,10/21/2024 7:36,0,Fruity and tart with cranberry juice,Specialty tea blends,10/21/2024 7:36,527,1,363,10/21/2024 7:36,Fun and educational children of all ages for balanced life.,1,0,Early Childhood Education
338,1,BetaTools,0,Everyday essentials for modern homes.,396,364,1/13/2023 5:18,0,Spicy and warm with nutmeg powder,Quality hiking clothes,1/13/2023 5:18,396,1,364,1/13/2023 5:18,Creative solutions for home and lifestyle products to enhance productivity.,1,0,K-12 Education
339,1,GammaHome,0,Creative solutions for digital media campaigns.,164,365,2/19/2025 20:41,0,Light and floral with rose hip,Innovative smart devices,2/19/2025 20:41,454,1,365,2/19/2025 20:41,Leading provider of cutting-edge designs for modern businesses.,1,0,Higher Education
340,1,DeltaCoffee,0,Fresh groceries sourced from trusted suppliers.,762,366,5/21/2024 14:29,0,Sweet and creamy with clotted cream,Comfortable sports bras,5/21/2024 14:29,973,1,366,5/21/2024 14:29,Premium home and lifestyle products for innovative solutions.,1,0,Adult Education
341,1,EpsilonJuice,0,High-quality fabrics for fashion and interiors.,711,367,9/18/2023 9:52,0,Bold and smoky with smoked sausage,Natural lip scrubs,9/18/2023 9:52,342,1,367,9/18/2023 9:52,Advanced technology-driven services designed for daily use.,1,0,Special Education
342,1,ZetaBakery,0,Health products for a balanced lifestyle.,95,368,11/7/2025 18:12,0,Tangy and fresh with lime wedges,Gourmet cooking spices,11/7/2025 18:12,609,1,368,11/7/2025 18:12,Fun and educational unique offerings for children of all ages.,1,0,Educational Technology
343,1,EtaPets,0,Electronics that make life easier.,569,369,3/25/2024 22:47,0,Creamy and soft with cream cheese frosting,Outdoor adventure equipment,3/25/2024 22:47,792,1,369,3/25/2024 22:47,Eco-friendly solutions for corporate efficiency to reduce environmental impact.,1,0,Classroom Supplies
344,1,ThetaTech,0,Delicious snacks made with care.,831,370,8/1/2023 7:38,0,Fresh and crisp with iceberg wedges,High-end fitness trackers,8/1/2023 7:38,673,1,370,8/1/2023 7:38,High-quality digital marketing crafted with care.,1,0,School Furniture
345,1,IotaFoods,0,Beauty products for natural enhancement.,454,371,6/14/2025 10:04,0,Nutty and rich with pine nuts,Handmade jewelry boxes,6/14/2025 10:04,390,1,371,6/14/2025 10:04,Reliable tools and equipment for trendsetters.,1,0,Teaching Aids
346,1,KappaWear,0,Sports gear for professionals and enthusiasts.,656,372,12/15/2024 18:24,0,Sharp and pungent with green chili,Sustainable fashion accessories,12/15/2024 18:24,859,1,372,12/15/2024 18:24,Specialty innovative solutions for fashion and apparel.,1,0,Student Resources
347,1,LambdaDrinks,0,Safe and fun toys for kids.,882,373,4/20/2023 6:45,0,Earthy and deep with roasted coffee,Delicious gluten-free treats,4/20/2023 6:45,152,1,373,4/20/2023 6:45,Health and wellness products for home and lifestyle products that promote wellness.,1,0,Library Supplies
348,1,MuGoods,0,Reliable tools for home and DIY.,564,374,1/20/2025 13:58,0,Sweet and juicy with watermelon slices,Natural skin serums,1/20/2025 13:58,585,1,374,1/20/2025 13:58,Creative solutions for premium experiences for trendsetters.,1,0,Research Tools
349,1,NuMedia,0,Innovative smart home products for modern living.,914,375,7/4/2024 21:07,0,Spicy and bold with black chili,Premium outdoor lighting,7/4/2024 21:07,485,1,375,7/4/2024 21:07,Leading provider of innovative solutions for smarter living.,1,0,Learning Games
350,1,XiFresh,0,Quality organic food items for health-conscious consumers.,891,376,11/7/2023 16:29,0,Light and citrusy with mandarin orange,Designer handbags,11/7/2023 16:29,215,1,376,11/7/2023 16:29,Fun and educational children of all ages for modern businesses.,1,0,Educational Software
351,1,OmicronCloth,0,Fashion accessories to complement every outfit.,196,377,3/24/2025 11:38,0,Buttery and smooth with pastry dough,Healthy meal replacements,3/24/2025 11:38,948,1,377,3/24/2025 11:38,Premium corporate efficiency sourced from trusted suppliers.,1,0,Tutoring Services
352,1,PiHealth,0,Refreshing natural fruit juices and smoothies.,955,378,2/16/2024 7:56,0,Juicy and tropical with passion fruit pulp,Organic baby care,2/16/2024 7:56,55,1,378,2/16/2024 7:56,Advanced technology-driven services for unique offerings.,1,0,Career Services
353,1,RhoElectronics,0,Durable outdoor gear for adventure seekers.,365,379,6/27/2023 18:41,0,Smoky and intense with smoked brisket,Specialty coffee roasters,6/27/2023 18:41,567,1,379,6/27/2023 18:41,Comprehensive home and lifestyle products designed for daily use.,1,0,Scholarships & Grants
